,overall availability class,nodes count,availability class HW,f1(n) / f2(n),minimum recover/failure time ratio,minimum availability class SW required cts
58,4,5,6,n_squared,0.000475029502172708,3.3234856709602694
59,4,5,6,n_log_n,6.640627463867892e-05,4.177819721718699
65,4,6,5,identity,6.667472282728681e-06,5.176041676671238
66,4,6,5,n,4.000483369637209e-05,4.397904904181731
67,4,6,5,square_root_n,1.6331904966835047e-05,4.786970248640354
68,4,6,5,n_squared,0.00024002900217823253,3.6198405110301155
69,4,6,5,n_log_n,3.112981136222166e-05,4.5068370303047605
70,4,6,6,identity,1.566762229154861e-05,4.805003711095099
71,4,6,6,n,9.400573374929166e-05,4.026886480655585
72,4,6,6,square_root_n,3.837768009694939e-05,4.41593794848941
73,4,6,6,n_squared,0.00056403440249575,3.2489392939919686
74,4,6,6,n_log_n,7.315067926024319e-05,4.1358134045371076
80,4,7,5,identity,4.28638780536339e-06,5.36791040084261
81,4,7,5,n,3.0004714637543728e-05,4.52282352996004
82,4,7,5,square_root_n,1.1340716155771461e-05,4.945364444464027
83,4,7,5,n_squared,0.0002100330024628061,3.677803665855772
84,4,7,5,n_log_n,2.5356925531375287e-05,4.595914417034967
85,4,7,6,identity,1.3286516383992364e-05,4.876594642816796
86,4,7,6,n,9.300561468794655e-05,4.031531222528963
87,4,7,6,square_root_n,3.515281814242896e-05,4.454055118996661
88,4,7,6,n_squared,0.0006510393028156258,3.1866754433457496
89,4,7,6,n_log_n,7.85988626831048e-05,4.104617871819822
95,4,8,5,identity,2.50057816786331e-06,5.601960650883072
96,4,8,5,n,2.000462534290648e-05,4.698878265714092
97,4,8,5,square_root_n,7.072703117532718e-06,5.150417643018347
98,4,8,5,n_squared,0.00016003700274325183,3.795849088537414
99,4,8,5,n_log_n,1.8065976840704117e-05,4.7431463967197
100,4,8,6,identity,1.1500690674015601e-05,4.939281071962407
101,4,8,6,n,9.200552539212481e-05,4.036226045968822
102,4,8,6,square_root_n,3.252886545570127e-05,4.487745210688691
103,4,8,6,n_squared,0.0007360442031369985,3.133415645674438
104,4,8,6,n_log_n,8.308926872956092e-05,4.080491146961058
110,4,9,5,identity,1.111617321303271e-06,5.95404517739696
111,4,9,5,n,1.0004555891729439e-05,4.999806530096498
112,4,9,5,square_root_n,3.334851963909813e-06,5.476924888220842
113,4,9,5,n_squared,9.004100302556495e-05,4.045598778305204
114,4,9,5,n_log_n,9.546772519949882e-06,5.020147571755208
115,4,9,6,identity,1.0111717326788394e-05,4.995179471040559
116,4,9,6,n,9.100545594109555e-05,4.040972091530493
117,4,9,6,square_root_n,3.0335151980365183e-05,4.518066999069692
118,4,9,6,n_squared,0.0008190491034698599,3.0870456236363455
119,4,9,6,n_log_n,8.684127464990093e-05,4.061311523676593
125,4,10,5,identity,4.500331218793008e-10,9.346755521513431
126,4,10,5,n,4.500331218793008e-09,8.346755521513431
127,4,10,5,square_root_n,1.4231296876547464e-09,8.846755543943813
128,4,10,5,n_squared,4.500331218793008e-08,7.346755540798561
129,4,10,5,n_log_n,4.500331218793008e-09,8.346755521513431
130,4,10,6,identity,9.000540037940041e-06,5.045735340709355
131,4,10,6,n,9.000540037940041e-05,4.045770518932503
132,4,10,6,square_root_n,2.846220669142885e-05,4.545743792644505
133,4,10,6,n_squared,0.0009000540037940041,3.04612214452513
134,4,10,6,n_log_n,9.000540037940041e-05,4.045770518932503
145,4,11,6,identity,8.091395901743681e-06,5.091980062864968
146,4,11,6,n,8.900535491918049e-05,4.050622516485501
147,4,11,6,square_root_n,2.6836124236303176e-05,4.571291860873649
148,4,11,6,n_squared,0.0009790589041109854,3.0096161703800925
149,4,11,6,n_log_n,9.268952555274619e-05,4.033009593531219
160,4,12,6,identity,7.333776419704563e-06,5.134675519246257
161,4,12,6,n,8.800531703645476e-05,4.055529306734233
162,4,12,6,square_root_n,2.5404946740557755e-05,4.595092744305646
163,4,12,6,n_squared,0.001056063804437457,2.9767682428201887
164,4,12,6,n_log_n,9.49736876982175e-05,4.022437943198429
175,4,13,6,identity,6.692714229483698e-06,5.174400625033239
176,4,13,6,n,8.700528498328808e-05,4.06049215039549
177,4,13,6,square_root_n,2.4130924326430938e-05,4.6174365220767095
178,4,13,6,n_squared,0.001131068704782745,2.947001953123852
179,4,13,6,n_log_n,9.69189588226956e-05,4.013633349361346
190,4,14,6,identity,6.143232679001187e-06,5.211605703139053
191,4,14,6,n,8.600525750601662e-05,4.0655123495022965
192,4,14,6,square_root_n,2.298587193205586e-05,4.6385489998613645
193,4,14,6,n_squared,0.0012040736050842327,2.9198695717780425
194,4,14,6,n_log_n,9.857303684337185e-05,4.0062846710878
205,4,15,6,identity,5.667015579691181e-06,5.246648054544987
206,4,15,6,n,8.500523369536772e-05,4.070591250079097
207,4,15,6,square_root_n,2.194825696284192e-05,4.658609495776071
208,4,15,6,n_squared,0.0012750785054305158,2.8950164821035895
209,4,15,6,n_log_n,9.997391232310745e-05,4.000156728070447
220,4,16,6,identity,5.250325803674016e-06,5.27981602622915
221,4,16,6,n,8.400521285878426e-05,4.07573024486372
222,4,16,6,square_root_n,2.1001303214696065e-05,4.677762875376944
223,4,16,6,n_squared,0.0013440834057405482,2.8721571168077253
224,4,16,6,n_log_n,0.00010115235545052658,3.995067927409794
235,4,17,6,identity,4.882658498628345e-06,5.311345770451059
236,4,17,6,n,8.300519447668187e-05,4.080930775765994
237,4,17,6,square_root_n,2.013171672366441e-05,4.6961279322577445
238,4,17,6,n_squared,0.0014110883061035917,2.8510582030797855
239,4,17,6,n_log_n,0.00010213365201262706,3.9908754924798644
250,4,18,6,identity,4.555843229780976e-06,5.341433207330901
251,4,18,6,n,8.200517813605757e-05,4.086194336589908
252,4,18,6,square_root_n,1.93288058508057e-05,4.713803370518587
253,4,18,6,n_squared,0.0014760932064490362,2.83152680501851
254,4,18,6,n_log_n,0.00010293884539029184,3.9874654107775624
265,4,19,6,identity,4.263429658646345e-06,5.370242749531132
266,4,19,6,n,8.100516351428055e-05,4.091522475665276
267,4,19,6,square_root_n,1.858385903493353e-05,4.730872168262667
268,4,19,6,n_squared,0.0015390981067713305,2.8134016040002154
269,4,19,6,n_log_n,0.00010358564453965897,3.984745411648577
280,4,20,6,identity,4.000257517677852e-06,5.397913787229654
281,4,20,6,n,8.000515035355704e-05,4.096916798687063
282,4,20,6,square_root_n,1.788969547406449e-05,4.747404821437804
283,4,20,6,n_squared,0.0016001030070711408,2.7965464191477296
284,4,20,6,n_log_n,0.00010408910041758448,3.982639947775072
295,4,21,6,identity,3.7621494497486196e-06,5.424565590157189
296,4,21,6,n,7.900513844472101e-05,4.1023789716901655
297,4,21,6,square_root_n,1.7240334629209512e-05,4.763461796233881
298,4,21,6,n_squared,0.0016591079073391413,2.7808453111573286
299,4,21,6,n_log_n,0.00010446211843473468,3.98108653610695
310,4,22,6,identity,3.545687619288529e-06,5.450301068950386
311,4,22,6,n,7.800512762434764e-05,4.107910724136775
312,4,22,6,square_root_n,1.6630749088921733e-05,4.779095411253191
313,4,22,6,n_squared,0.001716112807735648,2.766198826984461
314,4,22,6,n_log_n,0.00010471585254335509,3.9800330422540404
325,4,23,6,identity,3.3480485974735075e-06,5.475209700810862
326,4,23,6,n,7.700511774189067e-05,4.113513852370138
327,4,23,6,square_root_n,1.6056677005346383e-05,4.79435130204041
328,4,23,6,n_squared,0.0017711177080634855,2.752521081032919
329,4,23,6,n_log_n,0.00010486001234494474,3.979435633230851
340,4,24,6,identity,3.1668795283934514e-06,5.499369832712569
341,4,24,6,n,7.600510868144283e-05,4.119190222990571
342,4,24,6,square_root_n,1.5514477842859574e-05,4.8092695742996225
343,4,24,6,n_squared,0.001824122608354628,2.739737458653785
344,4,24,6,n_log_n,0.00010490310542963976,3.979257211717192
355,4,25,6,identity,3.000204013892116e-06,5.522850515225566
356,4,25,6,n,7.50051003473029e-05,4.124941776656504
357,4,25,6,square_root_n,1.500102006946058e-05,4.823885722723771
358,4,25,6,n_squared,0.0018751275086825725,2.727782789875469
359,4,25,6,n_log_n,0.00010485263062995568,3.979466203652395
370,4,26,6,identity,2.8463497174779917e-06,5.545712977416173
371,4,26,6,n,7.400509265442778e-05,4.130770532115566
372,4,26,6,square_root_n,1.4513592751929588e-05,4.838231370415751
373,4,26,6,n_squared,0.0019241324090151224,2.716599882506809
374,4,26,6,n_log_n,0.00010471523372012626,3.9800356084764705
385,4,27,6,identity,2.7038920566990754e-06,5.568011824339627
386,4,27,6,n,7.300508553087504e-05,4.136678590440575
387,4,27,6,square_root_n,1.4049835261154118e-05,4.85233486969323
388,4,27,6,n_squared,0.001971137309333626,2.706138333196857
389,4,27,6,n_log_n,0.0001044968340282221,3.9809422473304465
400,4,28,6,identity,2.5716099614214727e-06,5.589796017452102
401,4,28,6,n,7.200507891980124e-05,4.142668139558799
402,4,28,6,square_root_n,1.3607680853955247e-05,4.866221794649081
403,4,28,6,n_squared,0.0020161422097544346,2.696353555888688
404,4,28,6,n_log_n,0.00010420272825622068,3.9821661624164655
415,4,29,6,identity,2.4484507847866155e-06,5.611109684459911
416,4,29,6,n,7.100507275881185e-05,4.148741459234888
417,4,29,6,square_root_n,1.3185310998233739e-05,4.879915348441356
418,4,29,6,n_squared,0.0020591471100055436,2.6872059820852705
419,4,29,6,n_log_n,0.00010383767624315615,3.98369013318869
430,4,30,6,identity,2.333502233664575e-06,5.63199279248742
431,4,30,6,n,7.000506700993725e-05,4.154900926095589
432,4,30,6,square_root_n,1.2781118113667788e-05,4.893436702439423
433,4,30,6,n_squared,0.0021001520102981175,2.678660397635995
434,4,30,6,n_log_n,0.00010340597241845255,3.985499283293588
445,4,31,6,identity,2.2259697300963666e-06,5.652481712449602
446,4,31,6,n,6.900506163298736e-05,4.161149019374483
447,4,31,6,square_root_n,1.2393674935968912e-05,4.906805281281243
448,4,31,6,n_squared,0.0021391569106226083,2.6706853898496057
449,4,31,6,n_log_n,0.00010291150560011042,3.987580759603729
460,4,32,6,identity,2.1251580184511454e-06,5.67260969491258
461,4,32,6,n,6.800505659043665e-05,4.167488326867931
462,4,32,6,square_root_n,1.2021709167518169e-05,4.920039003742632
463,4,32,6,n_squared,0.002176161810893973,2.66325288354731
464,4,32,6,n_log_n,0.00010235780945273971,3.9899234681263036
475,4,33,6,identity,2.0304561170192414e-06,5.69240727401421
476,4,33,6,n,6.700505186163497e-05,4.17392155127987
477,4,33,6,square_root_n,1.1664082365263383e-05,4.933154487886668
478,4,33,6,n_squared,0.002211166711433954,2.65633774982719
479,4,33,6,n_log_n,0.0001017481052941335,3.992517855650233
490,4,34,6,identity,1.9413249234823127e-06,5.711902612893471
491,4,34,6,n,6.600504739839863e-05,4.180451517420707
492,4,34,6,square_root_n,1.13197722410896e-05,4.946167227347687
493,4,34,6,n_squared,0.0022441716115455534,2.649917475057596
494,4,34,6,n_log_n,0.00010108533850902224,3.995355728814577
505,4,35,6,identity,1.8572869484589916e-06,5.731121799732298
506,4,35,6,n,6.50050431960647e-05,4.187081179197696
507,4,35,6,square_root_n,1.0987857767193019e-05,4.959091742896465
508,4,35,6,n_squared,0.0022751765118622647,2.6439718786930455
509,4,35,6,n_log_n,0.00010037220992065282,3.9984301026815094
520,4,36,6,identity,1.7779177563514992e-06,5.750089104822575
521,4,36,6,n,6.400503922865397e-05,4.193813628052171
522,4,36,6,square_root_n,1.0667506538108995e-05,4.971941715106165
523,4,36,6,n_squared,0.002304181412231543,2.6384828732899255
524,4,36,6,n_log_n,9.96112026132625e-05,4.001735075042083
535,4,37,6,identity,1.7028387966355751e-06,5.768827203171208
536,4,37,6,n,6.300503547551628e-05,4.200652101441946
537,4,37,6,square_root_n,1.0357964027312985e-05,4.98473009997841
538,4,37,6,n_squared,0.0023311863125941024,2.6334342586090846
539,4,37,6,n_log_n,9.880460525760681e-05,4.005265720759839
550,4,38,6,identity,1.631711366245625e-06,5.787357369856216
551,4,38,6,n,6.200503191733375e-05,4.207599992218757
552,4,38,6,square_root_n,1.005854439488817e-05,4.997469231264245
553,4,38,6,n_squared,0.0023561912128586826,2.628811545203404
554,4,38,6,n_log_n,9.795453233070562e-05,4.009018003540897
565,4,39,6,identity,1.5642315012165398e-06,5.805699651674804
566,4,39,6,n,6.100502854744505e-05,4.21466085865007
567,4,39,6,square_root_n,9.768622594129013e-06,5.010170911258031
568,4,39,6,n_squared,0.002379196113350357,2.6246018027955724
569,4,39,6,n_log_n,9.706294177248102e-05,4.012988702128476
580,4,40,6,identity,1.5001256334912227e-06,5.82387301935605
581,4,40,6,n,6.000502533964891e-05,4.221838435587541
582,4,40,6,square_root_n,9.487627556470464e-06,5.022846492586268
583,4,40,6,n_squared,0.0024002010135859564,2.6207935302664325
584,4,40,6,n_log_n,9.61316503752721e-05,4.017175349152723
595,4,41,6,identity,1.4391468849961342e-06,5.841895503003979
596,4,41,6,n,5.90050222848415e-05,4.2291366460770865
597,4,41,6,square_root_n,9.215036300544731e-06,5.035506951659725
598,4,41,6,n_squared,0.0024192059136785016,2.617376543515536
599,4,41,6,n_log_n,9.516234740638061e-05,4.021576180108842
610,4,42,6,identity,1.3810718901829944e-06,5.859784313903327
611,4,42,6,n,5.800501938768576e-05,4.236559614241089
612,4,42,6,square_root_n,8.950368806136003e-06,5.048162955989868
613,4,42,6,n_squared,0.002436210814282802,2.6143418795212385
614,4,42,6,n_log_n,9.415660656057737e-05,4.026190091788078
625,4,43,6,identity,1.3256980608833402e-06,5.877555954712307
626,4,43,6,n,5.700501661798363e-05,4.2441116796447105
627,4,43,6,square_root_n,8.693183536028873e-06,5.060824926555636
628,4,43,6,n_squared,0.002451215714573296,2.6116817146736766
629,4,43,6,n_log_n,9.311589645526639e-05,4.031016609128326
640,4,44,6,identity,1.2728412266405087e-06,5.895226319366091
641,4,44,6,n,5.600501397218238e-05,4.251797412070949
642,4,44,6,square_root_n,8.443073532924574e-06,5.073503095087326
643,4,44,6,n_squared,0.002464220614776025,2.6093892945735115
644,4,44,6,n_log_n,9.204159010922946e-05,4.036055858388004
655,4,45,6,identity,1.2223335876804242e-06,5.912810785256486
656,4,45,6,n,5.500501144561909e-05,4.259621628329975
657,4,45,6,square_root_n,8.199662979703885e-06,5.086207558553347
658,4,45,6,n_squared,0.002475225515052859,2.6074588754079437
659,4,45,6,n_log_n,9.093497324225348e-05,4.041308547418562
670,4,46,6,identity,1.1740219354461345e-06,5.93032429852386
671,4,46,6,n,5.400500903052219e-05,4.267589410409274
672,4,46,6,square_root_n,7.962604173623077e-06,5.098948330907254
673,4,46,6,n_squared,0.0024842304154040207,2.6058856749576718
674,4,46,6,n_log_n,8.97972517155349e-05,4.046775951603403
685,4,47,6,identity,1.1277661005060224e-06,5.947781453787504
686,4,47,6,n,5.3005006723783055e-05,4.275706125235063
687,4,47,6,square_root_n,7.73157485511046e-06,5.1117353928013145
688,4,47,6,n_squared,0.0024912353160178036,2.6046658324415057
689,4,47,6,n_log_n,8.862955820270595e-05,4.052459905167459
700,4,48,6,identity,1.0834375938628682e-06,5.965196569570644
701,4,48,6,n,5.2005004505417673e-05,4.2839774465621705
702,4,48,6,square_root_n,7.506275837602648e-06,5.124578740272311
703,4,48,6,n_squared,0.0024962402162600483,2.6037963767953096
704,4,48,6,n_log_n,8.743295812441139e-05,4.058362797843871
715,4,49,6,identity,1.0409184159065887e-06,5.982583759913829
716,4,49,6,n,5.100500237942285e-05,4.292409378464487
717,4,49,6,square_root_n,7.286428911346121e-06,5.137488432296092
718,4,49,6,n_squared,0.0024992451165917196,2.603275202077967
719,4,49,6,n_log_n,8.62084550835455e-05,4.064487575944284
730,4,50,6,identity,1.0001000068093902e-06,5.99995700410424
731,4,50,6,n,5.000500034046951e-05,4.301008281782806
732,4,50,6,square_root_n,7.071774966796322e-06,5.1504746388253375
733,4,50,6,n_squared,0.0025002500170234754,2.6031010506965626
734,4,50,6,n_log_n,8.495699564527009e-05,4.070837748838103
745,4,51,6,identity,9.608823210438544e-07,6.017330214274608
746,4,51,6,n,4.9004998373236575e-05,4.309780902964811
747,4,51,6,square_root_n,6.86207232398682e-06,5.1635476890857825
748,4,51,6,n_squared,0.0024992549170350653,2.6032735033013594
749,4,51,6,n_log_n,8.367947370186667e-05,4.077417399956829
760,4,52,6,identity,9.231730093706147e-07,6.034717302295614
761,4,52,6,n,4.800499648727197e-05,4.318734405555416
762,4,52,6,square_root_n,6.6570952428202985e-06,5.1767181207002135
763,4,52,6,n_squared,0.0024962598173381423,2.603792975115506
764,4,52,6,n_log_n,8.237673448333548e-05,4.084231202301862
775,4,53,6,identity,8.868866920863638e-07,6.052132246912091
776,4,53,6,n,4.700499468057728e-05,4.327876405659089
777,4,53,6,square_root_n,6.4566325777292234e-06,5.189996731004776
778,4,53,6,n_squared,0.002491264718070596,2.6046607195796527
779,4,53,6,n_log_n,8.104957807843286e-05,4.091284439583584
790,4,54,6,identity,8.519443135401872e-07,6.0695891615384365
791,4,54,6,n,4.600499293117011e-05,4.337215010947364
792,4,54,6,square_root_n,6.260486572317433e-06,5.203394630492839
793,4,54,6,n_squared,0.002484269618283186,2.6058788385269773
794,4,54,6,n_log_n,7.969876267465887e-05,4.098583032338509
805,4,55,6,identity,8.182725681482594e-07,6.087102363286016
806,4,55,6,n,4.500499124815427e-05,4.346758863397159
807,4,55,6,square_root_n,6.068471781933005e-06,5.2169232986555
808,4,55,6,n_squared,0.002475274518648485,2.6074502987216093
809,4,55,6,n_log_n,7.832500760930267e-05,4.106133569041151
820,4,56,6,identity,7.858033861385394e-07,6.104686445364253
821,4,56,6,n,4.4004989623758206e-05,4.3565171877805176
822,4,56,6,square_root_n,5.880414088594483e-06,5.2305946444109575
823,4,56,6,n_squared,0.0024642794189304595,2.609378956522775
824,4,56,6,n_log_n,7.692899598878618e-05,4.113943344117478
835,4,57,6,identity,7.544734745845716e-07,6.122356351989363
836,4,57,6,n,4.300498805132058e-05,4.3664998450912185
837,4,57,6,square_root_n,5.6961498189169696e-06,5.244421070298008
838,4,57,6,n_squared,0.002451284318925273,2.6116695895798863
839,4,57,6,n_log_n,7.551137718780974e-05,4.122020401868697
850,4,58,6,identity,7.242239059568334e-07,6.140127458133934
851,4,58,6,n,4.200498654549634e-05,4.376717392213692
852,4,58,6,square_root_n,5.515524945609765e-06,5.258415542199581
853,4,58,6,n_squared,0.0024362892196387875,2.6143279366754464
854,4,58,6,n_log_n,7.407276914356278e-05,4.1303735875416
865,4,59,6,identity,6.949997470862002e-07,6.158015655307263
866,4,59,6,n,4.100498507808581e-05,4.387181149683106
867,4,59,6,square_root_n,5.338394352100924e-06,5.272591666058526
868,4,59,6,n_squared,0.0024192941196070628,2.617360747340524
869,4,59,6,n_log_n,7.261376031288435e-05,4.1390126072755065
880,4,60,6,identity,6.667497278733947e-07,6.17603744244215
881,4,60,6,n,4.000498367240368e-05,4.397903276102498
882,4,60,6,square_root_n,5.16462118428397e-06,5.286963770664193
883,4,60,6,n_squared,0.002400299020344221,2.620775839661343
884,4,60,6,n_log_n,7.113491173866185e-05,4.147948095409728
895,4,61,6,identity,6.394259393083246e-07,6.194210027594807
896,4,61,6,n,3.90049822978078e-05,4.408896854182685
897,4,61,6,square_root_n,4.99407623524915e-06,5.301547001270636
898,4,61,6,n_squared,0.002379303920166276,2.6245821710741843
899,4,61,6,n_log_n,6.963675861034309e-05,4.157191694042701
910,4,62,6,identity,6.129835641299763e-07,6.2125514362026015
911,4,62,6,n,3.800498097605853e-05,4.420175985563453
912,4,62,6,square_root_n,4.826637410599258e-06,5.316357421450855
913,4,62,6,n_squared,0.002356308820515629,2.628789919191585
914,4,62,6,n_log_n,6.811981206102655e-05,4.166756141953725
925,4,63,6,identity,5.873806301348594e-07,6.231080634295551
926,4,63,6,n,3.700497969849614e-05,4.431755900476679
927,4,63,6,square_root_n,4.662189216819749e-06,5.331412129195706
928,4,63,6,n_squared,0.002331313721005257,2.6334105785769104
929,4,63,6,n_log_n,6.658456050321068e-05,4.176655378849482
940,4,64,6,identity,5.625777883544458e-07,6.249817662956227
941,4,64,6,n,3.600497845468453e-05,4.443653081106454
942,4,64,6,square_root_n,4.500622306835567e-06,5.346729386202591
943,4,64,6,n_squared,0.00230431862109981,2.6384570722433582
944,4,64,6,n_log_n,6.503147104857252e-05,4.1869046637847935
955,4,65,6,identity,5.385381116607135e-07,6.268783790665032
956,4,65,6,n,3.500497725794638e-05,4.455885402366803
957,4,65,6,square_root_n,4.341833063490657e-06,5.362328764116929
958,4,65,6,n_squared,0.0022753235217665146,2.643943881481821
959,4,65,6,n_log_n,6.346099081991039e-05,4.1975207114031665
970,4,66,6,identity,5.152269104691243e-07,6.288001685470305
971,4,66,6,n,3.40049760909622e-05,4.468472294094017
972,4,66,6,square_root_n,4.185723207753099e-06,5.3782313117691425
973,4,66,6,n_squared,0.0022443284220035054,2.649887197940244
974,4,66,6,n_log_n,6.187354802455652e-05,4.208521849959202
985,4,67,6,identity,4.926115666492592e-07,6.307495608992188
986,4,67,6,n,3.3004974965500367e-05,4.4814349259697535
987,4,67,6,square_root_n,4.032199452528944e-06,5.394459744832094
988,4,67,6,n_squared,0.0022113333226885246,2.656305099200349
989,4,67,6,n_log_n,6.02695531482718e-05,4.219928202420958
1000,4,68,6,identity,4.7066138031404137e-07,6.327291640240638
1001,4,68,6,n,3.200497386135481e-05,4.494796422519621
1002,4,68,6,square_root_n,3.8811731698675944e-06,5.411038665064449
1003,4,68,6,n_squared,0.0021763382225721273,2.6632177551166016
1004,4,68,6,n_log_n,5.864939985186282e-05,4.231761897943169
1015,4,69,6,identity,4.493474319300361e-07,6.347417931191335
1016,4,69,6,n,3.100497280317249e-05,4.508582110349091
1017,4,69,6,square_root_n,3.7325601008109936e-06,5.42799481167104
1018,4,69,6,n_squared,0.002139343123418902,2.6706476670238897
1019,4,69,6,n_log_n,5.7013466047447065e-05,4.244047315845516
1030,4,70,6,identity,4.2864245375362486e-07,6.367905003784973
1031,4,70,6,n,3.000497176275374e-05,4.522819808403909
1032,4,70,6,square_root_n,3.58628006731139e-06,5.445357355108721
1033,4,70,6,n_squared,0.002100348023392762,2.6786199505508086
1034,4,70,6,n_log_n,5.536211459014005e-05,4.256811372883539
1045,4,71,6,identity,4.0852071481189967e-07,6.388786094248186
1046,4,71,6,n,2.9004970751644876e-05,4.537540164651229
1047,4,71,6,square_root_n,3.4422567284501326e-06,5.46315823743097
1048,4,71,6,n_squared,0.002059352923366786,2.68716266538184
1049,4,71,6,n_log_n,5.369569425833517e-05,4.270083857158206
1060,4,72,6,identity,3.889579136551191e-07,6.410097556983312
1061,4,72,6,n,2.8004969783168576e-05,4.552777053823376
1062,4,72,6,square_root_n,3.300417340100476e-06,5.481432573159726
1063,4,72,6,n_squared,0.0020163578243881375,2.696307206565594
1064,4,72,6,n_log_n,5.2014540439854734e-05,4.283897823288544
1075,4,73,6,identity,3.699310797689037e-07,6.431879340597811
1076,4,73,6,n,2.700496882312997e-05,4.568568047720392
1077,4,73,6,square_root_n,3.1606925310548714e-06,5.500219122495175
1078,4,73,6,n_squared,0.001971362724088488,2.7060887688164486
1079,4,73,6,n_log_n,5.031897574497828e-05,4.298290060346256
1090,4,74,6,identity,3.5141848520048313e-07,6.45417555019524
1091,4,74,6,n,2.6004967904835752e-05,4.584954971558826
1092,4,74,6,square_root_n,3.0230161145459613e-06,5.5195608506322555
1093,4,74,6,n_squared,0.0019243676249578456,2.716546897294471
1094,4,74,6,n_log_n,4.860931087830497e-05,4.313301646005597
1105,4,75,6,identity,3.333995599597017e-07,6.477035122480002
1106,4,75,6,n,2.500496699697763e-05,4.60198457370693
1107,4,75,6,square_root_n,2.8873248853565486e-06,5.539505599966122
1108,4,75,6,n_squared,0.0018753725247733222,2.7277261521124423
1109,4,75,6,n_log_n,4.688584500842064e-05,4.328978614222773
1120,4,76,6,identity,3.1585481741203125e-07,6.500512632103025
1121,4,76,6,n,2.4004966123314375e-05,4.619709327684856
1122,4,76,6,square_root_n,2.753558459859071e-06,5.5601068945696515
1123,4,76,6,n_squared,0.0018243774253718925,2.7396769054897616
1124,4,76,6,n_log_n,4.514886656696962e-05,4.345372755356988
1135,4,77,6,identity,2.9876578278020816e-07,6.524669272891064
1136,4,77,6,n,2.3004965274076028e-05,4.6381884087789285
1137,4,77,6,square_root_n,2.6216591040676573e-06,5.58142491912457
1138,4,77,6,n_squared,0.0017713823261038542,2.7524563138019245
1139,4,77,6,n_log_n,4.339865362245945e-05,4.362542590994907
1150,4,78,6,identity,2.8211492852925346e-07,6.549574054443639
1151,4,78,6,n,2.200496442528177e-05,4.657488885739485
1152,4,78,6,square_root_n,2.4915715855915383e-06,5.603527712648652
1153,4,78,6,n_squared,0.001716387225171978,2.766129505039118
1154,4,78,6,n_log_n,4.163547442147167e-05,4.380554564025465
1165,4,79,6,identity,2.658856155246525e-07,6.5753052729833845
1166,4,79,6,n,2.1004963626447548e-05,4.677687188420865
1167,4,79,6,square_root_n,2.3632430435507354e-06,5.626492638171159
1168,4,79,6,n_squared,0.0016593921264893563,2.7807710424589995
1169,4,79,6,n_log_n,3.9859588029117185e-05,4.399484504740859
1180,4,80,6,identity,2.5006203530075766e-07,6.601952346897527
1181,4,80,6,n,2.0004962824060613e-05,4.698870939307637
1182,4,80,6,square_root_n,2.236622838097785e-06,5.650408216201436
